"Date","Site.Name","COUNTY","meanlat","meanlon","Year","Month","Ozone","PM2.5"
2018-01-26,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,2018,1,NA,57.6666666666667
2018-01-26,"Leggett","Edgecombe",35.988278,-77.5843,2018,1,NA,16
2018-01-26,"Linville Falls","Avery",35.972347,-81.933072,2018,1,NA,18
2018-01-26,"Mendenhall School","Guilford",36.1090060008986,-79.802314,2018,1,NA,56
2018-01-26,"Millbrook School","Wake",35.856111,-78.574167,2018,1,28,47.5
2018-01-26,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,2018,1,NA,21
2018-01-26,"West Johnston Co.","Johnston",35.59095,-78.4622,2018,1,NA,35
2018-01-27,"Bryson City","Swain",35.434767,-83.442133,2018,1,NA,58
2018-01-27,"Castle Hayne","New Hanover",34.364167,-77.838611,2018,1,NA,3
2018-01-27,"Clemmons Middle","Forsyth",36.026,-80.342,2018,1,NA,61
2018-01-27,"Durham Armory","Durham",36.0329550008979,-78.904037,2018,1,NA,42
2018-01-27,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,2018,1,31,49
2018-01-27,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,2018,1,NA,76
2018-01-27,"Leggett","Edgecombe",35.988278,-77.5843,2018,1,NA,18
2018-01-27,"Mendenhall School","Guilford",36.1090060008986,-79.802314,2018,1,NA,55
2018-01-27,"Millbrook School","Wake",35.856111,-78.574167,2018,1,37,37
2018-01-27,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,2018,1,NA,26
2018-01-27,"West Johnston Co.","Johnston",35.59095,-78.4622,2018,1,NA,27
2018-01-28,"Bryson City","Swain",35.434767,-83.442133,2018,1,NA,28
2018-01-28,"Castle Hayne","New Hanover",34.364167,-77.838611,2018,1,NA,0
2018-01-28,"Clemmons Middle","Forsyth",36.026,-80.342,2018,1,NA,56
2018-01-28,"Durham Armory","Durham",36.0329550008979,-78.904037,2018,1,NA,25
2018-01-28,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,2018,1,29,43
2018-01-28,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,2018,1,NA,46
2018-01-28,"Leggett","Edgecombe",35.988278,-77.5843,2018,1,NA,10
